shipment_id,order_id,carrier,tracking_number,current_status,status_details,last_updated
SHIP13921,ORD13186,USPS,6132210549148,Delivered,Delivered to front porch.,2025-06-25 18:34:51.783870
SHIP13922,ORD13187,USPS,7111695612607,Delivered,Delivered to front porch.,2025-06-25 14:13:58.023154
SHIP13923,ORD13188,UPS,6718352009889,Delivered,Delivered to front porch.,2025-06-22 15:35:54.971276
SHIP13924,ORD13190,DHL,8202720228937,Delivered,Delivered to front porch.,2025-06-21 00:15:55.949966
SHIP13925,ORD13191,FedEx,7033636721370,Delivered,Delivered to front porch.,2025-06-19 04:52:55.451134
SHIP13926,ORD13192,FedEx,3748860323842,Delivered,Delivered to front porch.,2025-06-23 23:22:33.351534
SHIP13927,ORD13193,DHL,7743248617717,Delivered,Delivered to front porch.,2025-06-20 01:25:04.836357
SHIP13928,ORD13194,FedEx,4370230188523,Delivered,Delivered to front porch.,2025-06-26 00:07:40.394611
SHIP13929,ORD13195,DHL,8022340784374,Delivered,Delivered to front porch.,2025-06-21 06:08:04.809257
SHIP13930,ORD13196,UPS,8460845206241,Delayed,Weather event in transit region,2025-07-03 20:50:27.729962
SHIP13931,ORD13197,FedEx,1244785514980,Delayed,Vehicle breakdown,2025-07-02 23:34:54.026675
SHIP13932,ORD13198,UPS,7527414572259,Delivered,Delivered to front porch.,2025-06-26 14:57:05.065676
SHIP13933,ORD13199,UPS,3067639525479,Delayed,Weather event in transit region,2025-06-27 06:53:44.948493
SHIP13934,ORD13200,USPS,2920274149633,Delivered,Delivered to front porch.,2025-06-24 06:11:12.170012
SHIP13935,ORD13202,USPS,7277625632654,Delivered,Delivered to front porch.,2025-06-22 17:00:13.923675
SHIP13936,ORD13203,FedEx,2239161170903,Delivered,Delivered to front porch.,2025-06-21 23:11:11.294241
SHIP13937,ORD13204,DHL,8925971409213,Delayed,Weather event in transit region,2025-07-05 06:08:31.007907
SHIP13938,ORD13205,USPS,6939263039776,Delivered,Delivered to front porch.,2025-06-24 03:30:34.558083
SHIP13939,ORD13206,FedEx,1327647625540,Delivered,Delivered to front porch.,2025-06-24 09:45:55.653526
SHIP13940,ORD13207,UPS,7918112795796,Delivered,Delivered to front porch.,2025-06-22 18:50:45.626037
SHIP13941,ORD13208,UPS,4573847602103,Delivered,Delivered to front porch.,2025-06-24 20:47:45.042535
SHIP13942,ORD13209,USPS,1917951861323,Delivered,Delivered to front porch.,2025-06-22 08:46:05.004466
SHIP13943,ORD13210,DHL,2215356389329,Delivered,Delivered to front porch.,2025-06-22 13:51:46.650676
SHIP13944,ORD13211,UPS,1518226303038,Delivered,Delivered to front porch.,2025-06-26 16:47:53.780170
SHIP13945,ORD13213,FedEx,1504311114245,Delayed,Weather event in transit region,2025-06-28 00:27:56.389995
SHIP13946,ORD13214,DHL,5135973343245,Delayed,Weather event in transit region,2025-06-30 14:13:06.242501
SHIP13947,ORD13215,UPS,1734868046410,Delivered,Delivered to front porch.,2025-06-26 22:37:07.174323
SHIP13948,ORD13216,UPS,9656832579934,Delivered,Delivered to front porch.,2025-06-21 20:34:45.964607
SHIP13949,ORD13217,UPS,7047197621826,Delivered,Delivered to front porch.,2025-06-25 08:55:17.314244
SHIP13950,ORD13218,USPS,7814071268275,Delivered,Delivered to front porch.,2025-06-25 05:31:59.801154
SHIP13951,ORD13219,FedEx,9359421437898,Delivered,Delivered to front porch.,2025-06-23 18:38:54.985977
SHIP13952,ORD13220,USPS,5119715402445,Delayed,Weather event in transit region,2025-06-27 22:11:50.388706
SHIP13953,ORD13221,UPS,3827654725953,Delivered,Delivered to front porch.,2025-06-24 14:25:46.495408
SHIP13954,ORD13222,USPS,6006871675167,Delayed,Weather event in transit region,2025-06-28 01:35:38.298063
SHIP13955,ORD13224,UPS,1967784300513,Delayed,Weather event in transit region,2025-06-30 01:36:37.354502
SHIP13956,ORD13225,FedEx,2663373960005,Delivered,Delivered to front porch.,2025-06-21 03:18:12.553219
SHIP13957,ORD13226,FedEx,9212716123985,Delivered,Delivered to front porch.,2025-06-22 13:31:40.937822
SHIP13958,ORD13227,UPS,0266301995142,Delivered,Delivered to front porch.,2025-06-26 02:13:41.078488
SHIP13959,ORD13228,USPS,3399567767561,Delivered,Delivered to front porch.,2025-06-21 03:09:50.229684
SHIP13960,ORD13229,USPS,4202745094801,Delayed,Weather event in transit region,2025-06-27 05:06:01.833996
SHIP13961,ORD13230,USPS,1740236132746,Delivered,Delivered to front porch.,2025-06-28 01:02:41.879156
SHIP13962,ORD13231,FedEx,6777436489337,Delivered,Delivered to front porch.,2025-06-24 17:36:43.403696
SHIP13963,ORD13232,USPS,9783112229941,Delivered,Delivered to front porch.,2025-06-20 17:11:23.901085
SHIP13964,ORD13233,UPS,2844443758689,Delivered,Delivered to front porch.,2025-06-24 10:23:37.199137
SHIP13965,ORD13234,UPS,3194664789078,Delivered,Delivered to front porch.,2025-06-22 07:44:52.976722
SHIP13966,ORD13235,FedEx,3968646157373,Delivered,Delivered to front porch.,2025-06-24 10:42:49.638349
SHIP13967,ORD13236,USPS,3378184644028,Delivered,Delivered to front porch.,2025-06-19 23:28:06.060843
SHIP13968,ORD13237,DHL,6292668058866,Delivered,Delivered to front porch.,2025-06-23 14:28:09.258921
SHIP13969,ORD13238,UPS,5993808592370,Delivered,Delivered to front porch.,2025-06-22 17:07:33.268256
SHIP13970,ORD13239,DHL,2585336061331,Delayed,Logistics issue at sorting hub,2025-06-29 14:38:34.462564
SHIP13971,ORD13240,UPS,5258645316689,Delayed,Weather event in transit region,2025-07-04 05:49:58.881086
SHIP13972,ORD13241,DHL,8438415027343,Delivered,Delivered to front porch.,2025-06-21 16:09:14.476750
SHIP13973,ORD13243,DHL,5709738088629,Delivered,Delivered to front porch.,2025-06-23 00:04:34.656642
SHIP13974,ORD13244,UPS,7671109641376,Delivered,Delivered to front porch.,2025-06-28 18:23:07.449656
SHIP13975,ORD13246,USPS,7199157462007,Delivered,Delivered to front porch.,2025-06-25 08:57:42.426924
SHIP13976,ORD13248,FedEx,8388505179042,Delayed,Logistics issue at sorting hub,2025-06-26 07:38:57.699476
SHIP13977,ORD13249,USPS,1879272664178,Delivered,Delivered to front porch.,2025-06-24 10:52:00.351598
SHIP13978,ORD13250,FedEx,0453666940966,Delivered,Delivered to front porch.,2025-06-25 14:24:09.802064
SHIP13979,ORD13251,UPS,9191804841669,Delivered,Delivered to front porch.,2025-06-21 00:40:54.839711
SHIP13980,ORD13252,FedEx,8473344413010,Delivered,Delivered to front porch.,2025-06-24 22:12:16.590380
SHIP13981,ORD13254,UPS,1360949058401,Delivered,Delivered to front porch.,2025-06-27 11:57:02.351402
SHIP13982,ORD13256,UPS,5812990658131,Delivered,Delivered to front porch.,2025-06-24 17:26:27.389313
SHIP13983,ORD13257,USPS,6657648396992,Delayed,Logistics issue at sorting hub,2025-06-27 02:00:02.160484
SHIP13984,ORD13258,DHL,0920453506860,Lost,Package missing after last scan. Investigation opened.,2025-06-21 14:52:20.247130
SHIP13985,ORD13259,UPS,4526921295159,Delivered,Delivered to front porch.,2025-06-22 19:16:21.701890
SHIP13986,ORD13260,DHL,1914916954045,Delivered,Delivered to front porch.,2025-06-27 11:07:00.026266
SHIP13987,ORD13262,UPS,5436753186152,Delayed,Vehicle breakdown,2025-07-02 17:25:28.414678
SHIP13988,ORD13265,DHL,5839743873764,Delayed,Vehicle breakdown,2025-07-01 11:52:56.032902
SHIP13989,ORD13266,DHL,2821789274097,Delivered,Delivered to front porch.,2025-06-23 07:31:03.264363
SHIP13990,ORD13267,USPS,8808120420256,Delivered,Delivered to front porch.,2025-06-26 03:51:18.309293
SHIP13991,ORD13268,FedEx,9368882888903,Delivered,Delivered to front porch.,2025-06-26 02:34:05.098531
SHIP13992,ORD13269,DHL,5864882626223,Delivered,Delivered to front porch.,2025-06-20 02:22:02.378781
SHIP13993,ORD13271,FedEx,6994323314941,Delivered,Delivered to front porch.,2025-06-25 11:25:20.711527
SHIP13994,ORD13273,DHL,9458721935353,Delivered,Delivered to front porch.,2025-06-27 06:18:36.731071
SHIP13995,ORD13274,DHL,8573954061691,Delivered,Delivered to front porch.,2025-06-22 01:12:54.555522
SHIP13996,ORD13275,DHL,9753447911965,Delivered,Delivered to front porch.,2025-06-24 13:22:28.368923
SHIP13997,ORD13276,DHL,0256126655727,Delivered,Delivered to front porch.,2025-06-26 05:50:27.311682
SHIP13998,ORD13277,USPS,8433773602157,Delivered,Delivered to front porch.,2025-06-26 01:34:39.170098
SHIP13999,ORD13278,FedEx,4917970632772,Delivered,Delivered to front porch.,2025-06-25 07:07:23.383682
SHIP14000,ORD13280,DHL,0035434016730,Delivered,Delivered to front porch.,2025-06-24 16:50:23.316086
SHIP14001,ORD13281,FedEx,8793934697577,Delayed,Weather event in transit region,2025-07-05 17:24:21.176009
SHIP14002,ORD13282,DHL,0404843441325,Delivered,Delivered to front porch.,2025-06-24 01:39:53.103854
SHIP14003,ORD13283,DHL,0061446929911,Delivered,Delivered to front porch.,2025-06-28 17:59:05.166964
SHIP14004,ORD13284,USPS,4433454470871,Delivered,Delivered to front porch.,2025-06-27 03:51:13.285748
SHIP14005,ORD13285,UPS,9458141757115,Delayed,Vehicle breakdown,2025-06-29 07:01:37.657073
SHIP14006,ORD13286,UPS,4314409338838,Delayed,Weather event in transit region,2025-06-26 21:42:42.296418
SHIP14007,ORD13287,DHL,0165733727638,Delivered,Delivered to front porch.,2025-06-28 19:36:19.543548
SHIP14008,ORD13290,FedEx,3156817626456,Delayed,Weather event in transit region,2025-07-04 21:56:19.810319
SHIP14009,ORD13291,DHL,0182811420144,Delivered,Delivered to front porch.,2025-06-26 17:52:20.232599
SHIP14010,ORD13292,FedEx,4680916401250,Delivered,Delivered to front porch.,2025-06-25 01:14:06.029088
SHIP14011,ORD13293,FedEx,8942280512540,Delivered,Delivered to front porch.,2025-06-29 11:34:08.143977
SHIP14012,ORD13294,UPS,7409749260325,Delivered,Delivered to front porch.,2025-06-26 06:04:15.484618
SHIP14013,ORD13295,USPS,7237468674556,Delivered,Delivered to front porch.,2025-06-25 19:56:45.448570
SHIP14014,ORD13296,USPS,1522768940552,Delivered,Delivered to front porch.,2025-06-24 10:38:32.950902
SHIP14015,ORD13297,DHL,3696978604554,Delivered,Delivered to front porch.,2025-06-26 22:21:03.304157
SHIP14016,ORD13298,UPS,5325960108296,Delivered,Delivered to front porch.,2025-06-30 03:57:24.050148
SHIP14017,ORD13301,DHL,6607089008763,Delivered,Delivered to front porch.,2025-06-24 19:16:47.746898
SHIP14018,ORD13302,FedEx,5294517414510,Delayed,Logistics issue at sorting hub,2025-06-27 00:16:45.063793
SHIP14019,ORD13303,USPS,6531423679749,Delivered,Delivered to front porch.,2025-06-26 10:31:05.243570
SHIP14020,ORD13306,UPS,2600666516341,Delayed,Vehicle breakdown,2025-06-28 06:56:10.111995
SHIP14021,ORD13307,USPS,2387465236556,Delivered,Delivered to front porch.,2025-06-24 11:51:06.621147
SHIP14022,ORD13309,DHL,4971386951940,Delivered,Delivered to front porch.,2025-06-21 09:58:10.194707
SHIP14023,ORD13310,FedEx,3573921065153,Delivered,Delivered to front porch.,2025-06-30 10:17:30.140701
SHIP14024,ORD13311,UPS,5952530400858,Delayed,Logistics issue at sorting hub,2025-07-01 14:04:21.110102
SHIP14025,ORD13312,UPS,7521533659211,Delivered,Delivered to front porch.,2025-06-24 09:02:44.186160
SHIP14026,ORD13313,UPS,5053069111748,Delivered,Delivered to front porch.,2025-06-26 01:31:28.629251
SHIP14027,ORD13314,USPS,1817700548591,Delivered,Delivered to front porch.,2025-06-22 03:19:31.375969
SHIP14028,ORD13315,UPS,5781473330096,Delivered,Delivered to front porch.,2025-06-25 18:03:22.788350
SHIP14029,ORD13316,UPS,4765363638050,Delivered,Delivered to front porch.,2025-06-25 05:04:58.550866
SHIP14030,ORD13317,FedEx,8709916306986,Delayed,Logistics issue at sorting hub,2025-06-27 09:13:43.297696
SHIP14031,ORD13318,DHL,3350921338537,Delivered,Delivered to front porch.,2025-06-27 01:56:06.645369
SHIP14032,ORD13319,USPS,5240763235157,Delivered,Delivered to front porch.,2025-06-30 07:45:21.840545
SHIP14033,ORD13321,USPS,6109543541064,Delivered,Delivered to front porch.,2025-06-28 19:02:19.902753
SHIP14034,ORD13322,UPS,5483428060026,Delayed,Weather event in transit region,2025-07-04 13:20:00.651377
SHIP14035,ORD13323,USPS,1753275468332,Delivered,Delivered to front porch.,2025-06-23 20:46:05.930423
SHIP14036,ORD13324,USPS,4541227736755,Delivered,Delivered to front porch.,2025-06-27 03:24:08.251795
SHIP14037,ORD13325,FedEx,8100942004714,Delivered,Delivered to front porch.,2025-06-21 22:04:01.347926
SHIP14038,ORD13326,DHL,8947608388012,Delivered,Delivered to front porch.,2025-06-26 16:51:12.503764
SHIP14039,ORD13327,USPS,9200722482523,Delayed,Logistics issue at sorting hub,2025-07-05 15:16:31.929485
SHIP14040,ORD13328,DHL,9356872767086,Delayed,Weather event in transit region,2025-07-05 15:05:02.153878
SHIP14041,ORD13329,DHL,0672308865331,Delayed,Weather event in transit region,2025-06-30 00:32:23.825523
SHIP14042,ORD13330,USPS,2776672119088,Delivered,Delivered to front porch.,2025-07-01 01:54:07.154939
SHIP14043,ORD13331,USPS,7789574456262,Delivered,Delivered to front porch.,2025-06-29 15:25:49.764857
SHIP14044,ORD13332,USPS,8952427484340,Delivered,Delivered to front porch.,2025-06-28 05:17:13.666635
SHIP14045,ORD13333,UPS,6917391642679,Delayed,Weather event in transit region,2025-06-29 12:09:45.025044
SHIP14046,ORD13336,DHL,2098821738613,Delivered,Delivered to front porch.,2025-06-24 13:31:36.103742
SHIP14047,ORD13337,USPS,9914077734618,Delivered,Delivered to front porch.,2025-07-01 11:41:16.842161
SHIP14048,ORD13339,FedEx,5187340898049,Delivered,Delivered to front porch.,2025-06-25 08:56:47.244390
SHIP14049,ORD13340,UPS,6650642322899,Delivered,Delivered to front porch.,2025-06-29 05:39:59.115156
SHIP14050,ORD13341,USPS,9035527583096,Delivered,Delivered to front porch.,2025-06-30 07:03:19.844823
SHIP14051,ORD13342,FedEx,3265821082704,Delivered,Delivered to front porch.,2025-06-25 22:02:41.752998
SHIP14052,ORD13343,USPS,2631589125501,Delayed,Logistics issue at sorting hub,2025-07-01 09:11:07.765815
SHIP14053,ORD13345,FedEx,1877446942053,Delivered,Delivered to front porch.,2025-06-27 22:08:34.440441
SHIP14054,ORD13346,USPS,2293057211309,Delivered,Delivered to front porch.,2025-06-27 15:41:37.638888
SHIP14055,ORD13347,DHL,4367399139565,Delivered,Delivered to front porch.,2025-06-28 23:37:09.263003
SHIP14056,ORD13349,USPS,4542701682780,Delivered,Delivered to front porch.,2025-06-27 02:03:49.606104
SHIP14057,ORD13350,USPS,8482203024366,Delayed,Logistics issue at sorting hub,2025-07-05 07:59:30.828815
SHIP14058,ORD13351,UPS,9548429231021,Delivered,Delivered to front porch.,2025-06-23 17:54:10.218526
SHIP14059,ORD13352,USPS,0589144367540,Delivered,Delivered to front porch.,2025-06-29 06:08:22.639732
SHIP14060,ORD13353,DHL,8028705585747,Delivered,Delivered to front porch.,2025-06-27 14:07:58.610743
SHIP14061,ORD13355,USPS,7132358612840,Delivered,Delivered to front porch.,2025-06-28 09:21:23.694935
SHIP14062,ORD13356,UPS,8610905437607,Delivered,Delivered to front porch.,2025-06-26 17:20:12.357420
SHIP14063,ORD13357,UPS,0632997059350,Delivered,Delivered to front porch.,2025-06-25 14:10:05.219701
SHIP14064,ORD13358,DHL,6600479079596,Delayed,Weather event in transit region,2025-07-03 00:30:03.939582
SHIP14065,ORD13359,DHL,8787741329523,Delayed,Weather event in transit region,2025-06-28 06:10:19.497241
SHIP14066,ORD13360,FedEx,9236240915632,Delivered,Delivered to front porch.,2025-06-25 21:20:39.409678
SHIP14067,ORD13361,FedEx,6707865578524,Delivered,Delivered to front porch.,2025-06-24 08:36:32.736578
SHIP14068,ORD13362,UPS,8620057707442,Delivered,Delivered to front porch.,2025-07-01 12:37:01.246533
SHIP14069,ORD13363,FedEx,4298850560614,Delivered,Delivered to front porch.,2025-06-29 11:16:19.963377
SHIP14070,ORD13364,FedEx,0700684430574,Delivered,Delivered to front porch.,2025-06-26 23:21:15.565540
SHIP14071,ORD13365,FedEx,4262777372261,Delivered,Delivered to front porch.,2025-06-28 18:58:55.550037
SHIP14072,ORD13366,UPS,1166975031636,Delivered,Delivered to front porch.,2025-06-25 07:51:39.409841
SHIP14073,ORD13367,DHL,0898835479227,Delayed,Vehicle breakdown,2025-07-04 19:51:31.800038
SHIP14074,ORD13368,FedEx,1938591072269,Lost,Package missing after last scan. Investigation opened.,2025-06-24 00:51:31.612038
SHIP14075,ORD13369,DHL,1231904500641,Delivered,Delivered to front porch.,2025-06-30 14:05:32.127237
SHIP14076,ORD13370,DHL,4851679237626,Delivered,Delivered to front porch.,2025-07-01 17:59:06.340696
SHIP14077,ORD13372,DHL,6487493206296,Delivered,Delivered to front porch.,2025-06-30 08:17:34.715622
SHIP14078,ORD13373,FedEx,1809986936407,Delivered,Delivered to front porch.,2025-07-01 01:27:44.525816
SHIP14079,ORD13374,UPS,6396589868570,Delivered,Delivered to front porch.,2025-06-24 22:51:45.993771
SHIP14080,ORD13375,FedEx,0251559212813,Delivered,Delivered to front porch.,2025-06-25 21:08:53.155815
SHIP14081,ORD13376,FedEx,8553370772937,Delivered,Delivered to front porch.,2025-06-28 09:50:47.545092
SHIP14082,ORD13377,USPS,9013908990176,Delivered,Delivered to front porch.,2025-06-25 18:34:05.827205
SHIP14083,ORD13378,FedEx,9886441825263,Delayed,Logistics issue at sorting hub,2025-07-08 09:31:48.200947
SHIP14084,ORD13380,DHL,8520763753668,Delivered,Delivered to front porch.,2025-06-30 16:05:56.587189
SHIP14085,ORD13381,DHL,0970649138085,Delayed,Logistics issue at sorting hub,2025-07-04 11:55:16.901326
SHIP14086,ORD13382,UPS,4562619099142,Delayed,Vehicle breakdown,2025-07-06 10:10:16.421447
SHIP14087,ORD13384,USPS,8451023106118,Delivered,Delivered to front porch.,2025-06-30 08:42:32.416010
SHIP14088,ORD13385,FedEx,6792627636291,Delivered,Delivered to front porch.,2025-06-27 05:16:46.291592
SHIP14089,ORD13386,DHL,0046969838834,Delivered,Delivered to front porch.,2025-07-01 06:57:40.806847
SHIP14090,ORD13388,USPS,9413180862275,Delivered,Delivered to front porch.,2025-06-26 18:23:24.365520
SHIP14091,ORD13389,FedEx,4497470430967,Delayed,Vehicle breakdown,2025-07-03 07:11:37.146359
SHIP14092,ORD13390,UPS,0020048754376,Delivered,Delivered to front porch.,2025-06-27 06:12:56.658669
SHIP14093,ORD13392,UPS,0387685248676,Delivered,Delivered to front porch.,2025-06-30 22:28:16.365958
SHIP14094,ORD13393,DHL,2652067309602,Delivered,Delivered to front porch.,2025-06-27 22:57:14.770165
SHIP14095,ORD13394,FedEx,9343296806927,Delivered,Delivered to front porch.,2025-07-01 08:58:02.754347
SHIP14096,ORD13396,UPS,2223489405915,Delivered,Delivered to front porch.,2025-06-24 23:01:53.719355
SHIP14097,ORD13397,UPS,5616299696647,Delayed,Weather event in transit region,2025-07-01 17:40:25.898275
SHIP14098,ORD13398,UPS,8407569377635,Delivered,Delivered to front porch.,2025-06-30 16:23:25.410322
SHIP14099,ORD13400,USPS,4720587539484,Delivered,Delivered to front porch.,2025-06-30 17:29:08.796907
SHIP14100,ORD13401,DHL,2863267424167,Delivered,Delivered to front porch.,2025-06-25 04:21:10.558615
SHIP14101,ORD13402,UPS,6182201384746,Delivered,Delivered to front porch.,2025-06-26 11:43:49.460300
SHIP14102,ORD13403,USPS,1417502977775,Delivered,Delivered to front porch.,2025-06-28 15:15:21.455655
SHIP14103,ORD13404,FedEx,4259644636380,Delayed,Logistics issue at sorting hub,2025-07-04 02:24:50.574263
SHIP14104,ORD13405,UPS,6923964979981,Delivered,Delivered to front porch.,2025-06-26 19:46:22.609986
SHIP14105,ORD13406,UPS,5114360681283,Delivered,Delivered to front porch.,2025-07-01 09:34:39.269142
SHIP14106,ORD13407,USPS,7669491388122,Delivered,Delivered to front porch.,2025-06-29 21:01:54.757602
SHIP14107,ORD13409,FedEx,4090286792016,Delivered,Delivered to front porch.,2025-07-02 13:43:37.223677
SHIP14108,ORD13411,UPS,8519957877402,Delivered,Delivered to front porch.,2025-06-26 02:35:11.277659
SHIP14109,ORD13412,FedEx,8961703548249,Delivered,Delivered to front porch.,2025-06-29 01:53:35.045663
SHIP14110,ORD13413,FedEx,5610569175375,Delivered,Delivered to front porch.,2025-06-26 14:26:35.964423
SHIP14111,ORD13414,FedEx,2277771345113,Delivered,Delivered to front porch.,2025-06-26 22:51:23.855707
SHIP14112,ORD13415,FedEx,2121612455458,Delayed,Logistics issue at sorting hub,2025-07-07 01:30:48.634071
SHIP14113,ORD13416,USPS,4507940373844,Delivered,Delivered to front porch.,2025-06-27 13:44:49.701072
SHIP14114,ORD13417,FedEx,3303969525414,Delivered,Delivered to front porch.,2025-07-02 05:12:45.998990
SHIP14115,ORD13418,UPS,2135023614472,Delayed,Vehicle breakdown,2025-07-09 07:00:35.544871
SHIP14116,ORD13419,USPS,1922660138642,Delivered,Delivered to front porch.,2025-06-29 17:24:48.002775
SHIP14117,ORD13420,DHL,6680752505936,Delivered,Delivered to front porch.,2025-06-30 11:25:45.070845
SHIP14118,ORD13422,FedEx,9569676887113,Delayed,Vehicle breakdown,2025-07-08 08:48:45.450751
SHIP14119,ORD13423,FedEx,3757295120575,Delivered,Delivered to front porch.,2025-07-02 20:51:22.991794
SHIP14120,ORD13424,UPS,3995336448503,Delivered,Delivered to front porch.,2025-07-01 14:15:24.272571
SHIP14121,ORD13425,USPS,4760423040200,Delivered,Delivered to front porch.,2025-06-28 16:53:30.604695
SHIP14122,ORD13426,FedEx,8527780153327,Delivered,Delivered to front porch.,2025-06-26 13:57:17.717805
SHIP14123,ORD13427,DHL,4177338098477,Delayed,Logistics issue at sorting hub,2025-07-08 06:47:16.081699
SHIP14124,ORD13428,FedEx,1944574995968,Delivered,Delivered to front porch.,2025-07-01 15:05:13.170698
SHIP14125,ORD13429,USPS,4627025063283,Delayed,Logistics issue at sorting hub,2025-07-06 23:44:36.786090
SHIP14126,ORD13430,USPS,9269944903308,Delivered,Delivered to front porch.,2025-07-03 02:57:23.435127
SHIP14127,ORD13431,UPS,5978112516519,Delayed,Logistics issue at sorting hub,2025-07-08 15:18:42.695740
SHIP14128,ORD13432,USPS,1386311631843,Delivered,Delivered to front porch.,2025-07-02 08:52:14.980911
SHIP14129,ORD13433,USPS,5901414985394,Delivered,Delivered to front porch.,2025-07-03 03:14:18.998761
SHIP14130,ORD13434,FedEx,0547723182199,Delivered,Delivered to front porch.,2025-06-27 08:01:38.858922
SHIP14131,ORD13435,DHL,8646303058113,Delivered,Delivered to front porch.,2025-06-28 04:03:54.427579
SHIP14132,ORD13436,DHL,4497065282520,Delivered,Delivered to front porch.,2025-07-02 22:33:32.079490
SHIP14133,ORD13437,UPS,7717529695176,Delivered,Delivered to front porch.,2025-07-04 11:18:14.089081
SHIP14134,ORD13438,UPS,8601374068577,Delivered,Delivered to front porch.,2025-06-28 16:33:02.031751
SHIP14135,ORD13439,DHL,6376991935763,Delivered,Delivered to front porch.,2025-07-05 09:47:14.769274
SHIP14136,ORD13440,UPS,1520647874943,Delivered,Delivered to front porch.,2025-06-27 17:34:34.175627
SHIP14137,ORD13441,UPS,7759999253586,Delivered,Delivered to front porch.,2025-06-30 20:33:40.215139
SHIP14138,ORD13442,USPS,5321827884983,Delivered,Delivered to front porch.,2025-07-03 18:01:37.681952
SHIP14139,ORD13444,UPS,8058390445903,Delivered,Delivered to front porch.,2025-06-27 20:33:27.573937
SHIP14140,ORD13445,USPS,2766791663180,Delivered,Delivered to front porch.,2025-06-28 09:17:17.731541
SHIP14141,ORD13446,FedEx,0132626360883,Delivered,Delivered to front porch.,2025-06-28 05:13:24.672368
SHIP14142,ORD13447,FedEx,4705611971454,Delivered,Delivered to front porch.,2025-07-01 19:52:02.626117
SHIP14143,ORD13448,DHL,2730182190555,Delivered,Delivered to front porch.,2025-06-29 13:16:27.780619
SHIP14144,ORD13449,DHL,8362237169373,Delivered,Delivered to front porch.,2025-06-26 22:26:08.691905
SHIP14145,ORD13450,UPS,4719356056796,Delayed,Logistics issue at sorting hub,2025-07-11 01:05:21.597180
SHIP14146,ORD13451,DHL,6198609402623,Delivered,Delivered to front porch.,2025-06-26 21:25:16.765246
SHIP14147,ORD13452,UPS,3963211614848,Delivered,Delivered to front porch.,2025-07-05 09:42:19.041063
SHIP14148,ORD13453,USPS,8685399987419,Delivered,Delivered to front porch.,2025-06-28 20:28:32.900048
SHIP14149,ORD13454,DHL,7710763315015,Delivered,Delivered to front porch.,2025-06-27 21:38:12.723135
SHIP14150,ORD13455,USPS,2575454502519,Delivered,Delivered to front porch.,2025-07-03 04:16:10.328768
SHIP14151,ORD13456,UPS,5732154694136,Delivered,Delivered to front porch.,2025-06-28 06:13:46.997284
SHIP14152,ORD13458,FedEx,5961605256603,Delivered,Delivered to front porch.,2025-07-02 21:22:01.177946
SHIP14153,ORD13459,USPS,3141107974515,Delayed,Vehicle breakdown,2025-07-12 01:03:58.089130
SHIP14154,ORD13462,DHL,1540326636105,Delayed,Weather event in transit region,2025-07-11 04:51:53.455701
SHIP14155,ORD13464,UPS,6090109313655,Delivered,Delivered to front porch.,2025-06-30 07:12:00.251347
SHIP14156,ORD13465,DHL,6211108606634,Delivered,Delivered to front porch.,2025-06-29 17:27:54.423832
SHIP14157,ORD13466,USPS,1962107726667,Delivered,Delivered to front porch.,2025-07-01 06:04:26.285900
SHIP14158,ORD13467,USPS,9497242628948,Delivered,Delivered to front porch.,2025-06-27 21:17:00.657873
SHIP14159,ORD13468,DHL,7221507318877,Delivered,Delivered to front porch.,2025-06-30 06:31:25.186452
SHIP14160,ORD13469,DHL,7571696320176,Delayed,Vehicle breakdown,2025-07-12 18:13:16.010007
SHIP14161,ORD13470,USPS,0555110072800,Delivered,Delivered to front porch.,2025-07-04 00:12:01.818734
SHIP14162,ORD13472,UPS,5125952544459,Delivered,Delivered to front porch.,2025-07-01 17:02:42.375332
SHIP14163,ORD13473,UPS,8534799421477,Delivered,Delivered to front porch.,2025-06-30 04:35:08.146113
SHIP14164,ORD13474,FedEx,5793041729799,Delivered,Delivered to front porch.,2025-07-02 06:43:01.387289
SHIP14165,ORD13475,DHL,4987827870572,Delayed,Vehicle breakdown,2025-07-11 16:48:03.711181
SHIP14166,ORD13478,FedEx,6351443348957,Delivered,Delivered to front porch.,2025-07-02 01:42:35.109420
SHIP14167,ORD13479,UPS,9334182634298,Delivered,Delivered to front porch.,2025-07-01 02:21:58.830199
SHIP14168,ORD13480,UPS,8841322635172,Delayed,Logistics issue at sorting hub,2025-07-10 06:28:00.471074
SHIP14169,ORD13481,USPS,3862601819859,Delivered,Delivered to front porch.,2025-06-28 14:58:36.975616
SHIP14170,ORD13482,USPS,7677008351224,Delivered,Delivered to front porch.,2025-07-02 19:39:51.305051
SHIP14171,ORD13483,DHL,4279034751714,Delivered,Delivered to front porch.,2025-07-04 09:29:22.366116
SHIP14172,ORD13485,FedEx,0685492691686,Delivered,Delivered to front porch.,2025-07-01 09:52:21.840775
SHIP14173,ORD13486,USPS,6531458706489,Delivered,Delivered to front porch.,2025-07-02 20:13:51.597620
SHIP14174,ORD13487,USPS,1053041292063,Delivered,Delivered to front porch.,2025-06-29 14:28:03.783358
SHIP14175,ORD13488,USPS,9296044834515,Delivered,Delivered to front porch.,2025-07-03 00:03:05.113905
SHIP14176,ORD13489,UPS,0929853144399,Delivered,Delivered to front porch.,2025-07-02 11:03:10.818774
